code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id,season_x
2210590,32,TRUE,TRUE,320,2022-04-09T14:00:00Z,90,FALSE,TRUE,10,3,18,0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 187}, {'value': 1, 'element': 196}, {'value': 1, 'element': 267}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 287}, {'value': 1, 'element': 550}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 354}, {'value': 1, 'element': 403}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 199}], 'h': [{'value': 2, 'element': 376}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 187}, {'value': 2, 'element': 196}, {'value': 1, 'element': 184}, {'value': 1, 'element': 267}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 33, 'element': 187}, {'value': 31, 'element': 196}, {'value': 26, 'element': 184}, {'value': 26, 'element': 267}, {'value': 23, 'element': 199}, {'value': 21, 'element': 188}, {'value': 21, 'element': 190}, {'value': 21, 'element': 194}, {'value': 21, 'element': 550}, {'value': 19, 'element': 185}, {'value': 15, 'element': 287}, {'value': 7, 'element': 551}, {'value': 4, 'element': 186}, {'value': 3, 'element': 191}], 'h': [{'value': 22, 'element': 676}, {'value': 14, 'element': 382}, {'value': 13, 'element': 376}, {'value': 13, 'element': 495}, {'value': 12, 'element': 677}, {'value': 11, 'element': 384}, {'value': 10, 'element': 404}, {'value': 5, 'element': 403}, {'value': 5, 'element': 679}, {'value': 4, 'element': 450}, {'value': 3, 'element': 468}, {'value': 1, 'element': 472}, {'value': -2, 'element': 354}, {'value': -6, 'element': 399}]}]",2,2,66661,2021_22
2210582,32,TRUE,TRUE,312,2022-04-09T16:30:00Z,90,FALSE,TRUE,17,4,2,0,"[{'identifier': 'goals_scored', 'a': [{'value': 3, 'element': 359}, {'value': 1, 'element': 701}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 3, 'element': 357}, {'value': 1, 'element': 701}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 357}, {'value': 1, 'element': 365}, {'value': 1, 'element': 588}], 'h': [{'value': 1, 'element': 52}, {'value': 1, 'element': 337}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 8, 'element': 353}], 'h': [{'value': 1, 'element': 30}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 359}, {'value': 2, 'element': 353}, {'value': 1, 'element': 701}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 64, 'element': 359}, {'value': 37, 'element': 353}, {'value': 35, 'element': 701}, {'value': 33, 'element': 357}, {'value': 29, 'element': 494}, {'value': 28, 'element': 361}, {'value': 22, 'element': 364}, {'value': 21, 'element': 588}, {'value': 20, 'element': 370}, {'value': 13, 'element': 365}, {'value': 9, 'element': 702}, {'value': 5, 'element': 362}, {'value': 3, 'element': 369}, {'value': 2, 'element': 360}], 'h': [{'value': 19, 'element': 50}, {'value': 16, 'element': 38}, {'value': 16, 'element': 168}, {'value': 14, 'element': 44}, {'value': 13, 'element': 45}, {'value': 13, 'element': 681}, {'value': 10, 'element': 51}, {'value': 9, 'element': 35}, {'value': 8, 'element': 30}, {'value': 5, 'element': 40}, {'value': 1, 'element': 43}, {'value': 1, 'element': 492}, {'value': -1, 'element': 52}, {'value': -2, 'element': 337}]}]",3,2,66653,2021_22
2210583,32,TRUE,TRUE,313,2022-04-10T13:00:00Z,90,FALSE,TRUE,19,0,3,2,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 78}, {'value': 1, 'element': 96}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 78}, {'value': 1, 'element': 96}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 413}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 408}], 'h': [{'value': 1, 'element': 80}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 78}, {'value': 2, 'element': 96}, {'value': 1, 'element': 80}, {'value': 1, 'element': 83}]}, {'identifier': 'bps', 'a': [{'value': 21, 'element': 408}, {'value': 19, 'element': 418}, {'value': 16, 'element': 424}, {'value': 15, 'element': 411}, {'value': 15, 'element': 414}, {'value': 15, 'element': 421}, {'value': 13, 'element': 422}, {'value': 13, 'element': 423}, {'value': 8, 'element': 416}, {'value': 6, 'element': 128}, {'value': 6, 'element': 420}, {'value': 2, 'element': 582}, {'value': 1, 'element': 419}, {'value': -2, 'element': 413}], 'h': [{'value': 45, 'element': 78}, {'value': 32, 'element': 96}, {'value': 30, 'element': 80}, {'value': 30, 'element': 83}, {'value': 29, 'element': 91}, {'value': 27, 'element': 594}, {'value': 20, 'element': 483}, {'value': 14, 'element': 699}, {'value': 12, 'element': 84}, {'value': 11, 'element': 77}, {'value': 6, 'element': 524}, {'value': 4, 'element': 86}, {'value': 3, 'element': 81}, {'value': 3, 'element': 89}]}]",3,2,66654,2021_22
2210585,32,TRUE,TRUE,315,2022-04-10T13:00:00Z,90,FALSE,TRUE,7,1,9,2,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 154}], 'h': [{'value': 1, 'element': 505}, {'value': 1, 'element': 587}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 212}, {'value': 1, 'element': 505}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': [{'value': 1, 'element': 200}]}, {'identifier': 'penalties_missed', 'a': [{'value': 1, 'element': 154}], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 162}], 'h': [{'value': 1, 'element': 219}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 146}], 'h': [{'value': 2, 'element': 200}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 505}, {'value': 2, 'element': 200}, {'value': 1, 'element': 212}]}, {'identifier': 'bps', 'a': [{'value': 17, 'element': 488}, {'value': 15, 'element': 477}, {'value': 14, 'element': 154}, {'value': 14, 'element': 155}, {'value': 13, 'element': 493}, {'value': 12, 'element': 146}, {'value': 10, 'element': 153}, {'value': 8, 'element': 160}, {'value': 8, 'element': 474}, {'value': 3, 'element': 148}, {'value': 2, 'element': 159}, {'value': 2, 'element': 162}, {'value': 1, 'element': 150}], 'h': [{'value': 42, 'element': 505}, {'value': 27, 'element': 200}, {'value': 20, 'element': 212}, {'value': 19, 'element': 587}, {'value': 17, 'element': 208}, {'value': 15, 'element': 217}, {'value': 14, 'element': 203}, {'value': 12, 'element': 218}, {'value': 12, 'element': 219}, {'value': 5, 'element': 215}, {'value': 5, 'element': 455}, {'value': 3, 'element': 210}, {'value': 2, 'element': 209}, {'value': 2, 'element': 213}]}]",2,3,66656,2021_22
2210588,32,TRUE,TRUE,318,2022-04-10T13:00:00Z,90,FALSE,TRUE,5,0,15,2,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 315}, {'value': 1, 'element': 471}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 581}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 113}], 'h': [{'value': 1, 'element': 471}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 112}], 'h': [{'value': 3, 'element': 314}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 315}, {'value': 2, 'element': 314}, {'value': 1, 'element': 319}]}, {'identifier': 'bps', 'a': [{'value': 17, 'element': 112}, {'value': 16, 'element': 115}, {'value': 14, 'element': 113}, {'value': 12, 'element': 98}, {'value': 12, 'element': 110}, {'value': 12, 'element': 118}, {'value': 11, 'element': 451}, {'value': 11, 'element': 575}, {'value': 10, 'element': 107}, {'value': 4, 'element': 578}, {'value': 3, 'element': 105}, {'value': 3, 'element': 700}, {'value': 1, 'element': 104}, {'value': -2, 'element': 111}], 'h': [{'value': 38, 'element': 315}, {'value': 28, 'element': 314}, {'value': 25, 'element': 319}, {'value': 24, 'element': 457}, {'value': 24, 'element': 471}, {'value': 23, 'element': 456}, {'value': 21, 'element': 581}, {'value': 19, 'element': 321}, {'value': 13, 'element': 318}, {'value': 12, 'element': 323}, {'value': 4, 'element': 449}, {'value': 3, 'element': 528}, {'value': 2, 'element': 290}, {'value': 1, 'element': 317}]}]",2,2,66659,2021_22
2210586,32,TRUE,TRUE,316,2022-04-10T15:30:00Z,90,FALSE,TRUE,11,2,12,2,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 230}, {'value': 1, 'element': 240}], 'h': [{'value': 1, 'element': 251}, {'value': 1, 'element': 263}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 233}, {'value': 1, 'element': 237}], 'h': [{'value': 1, 'element': 256}, {'value': 1, 'element': 261}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 225}, {'value': 1, 'element': 229}, {'value': 1, 'element': 232}, {'value': 1, 'element': 234}], 'h': [{'value': 1, 'element': 261}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 231}], 'h': [{'value': 2, 'element': 257}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 263}, {'value': 2, 'element': 251}, {'value': 1, 'element': 256}]}, {'identifier': 'bps', 'a': [{'value': 21, 'element': 230}, {'value': 21, 'element': 233}, {'value': 20, 'element': 237}, {'value': 17, 'element': 224}, {'value': 17, 'element': 240}, {'value': 15, 'element': 231}, {'value': 10, 'element': 222}, {'value': 9, 'element': 225}, {'value': 9, 'element': 229}, {'value': 7, 'element': 232}, {'value': 6, 'element': 234}, {'value': 6, 'element': 696}, {'value': 4, 'element': 239}, {'value': 3, 'element': 228}], 'h': [{'value': 34, 'element': 263}, {'value': 24, 'element': 251}, {'value': 23, 'element': 256}, {'value': 21, 'element': 261}, {'value': 16, 'element': 257}, {'value': 16, 'element': 266}, {'value': 14, 'element': 252}, {'value': 13, 'element': 249}, {'value': 13, 'element': 259}, {'value': 8, 'element': 265}, {'value': 2, 'element': 33}]}]",4,5,66657,2021_22
2210597,33,TRUE,TRUE,327,2022-04-16T11:30:00Z,90,FALSE,TRUE,4,1,17,0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 64}], 'h': []}, {'identifier': 'assists', 'a': [], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 59}, {'value': 1, 'element': 70}, {'value': 1, 'element': 462}], 'h': [{'value': 1, 'element': 588}, {'value': 1, 'element': 701}, {'value': 1, 'element': 702}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 3, 'element': 353}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 64}, {'value': 2, 'element': 71}, {'value': 2, 'element': 584}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 31, 'element': 64}, {'value': 26, 'element': 71}, {'value': 26, 'element': 584}, {'value': 24, 'element': 62}, {'value': 22, 'element': 59}, {'value': 22, 'element': 69}, {'value': 17, 'element': 55}, {'value': 15, 'element': 70}, {'value': 6, 'element': 74}, {'value': 3, 'element': 53}, {'value': 3, 'element': 60}, {'value': 3, 'element': 538}, {'value': -3, 'element': 462}], 'h': [{'value': 19, 'element': 353}, {'value': 18, 'element': 365}, {'value': 12, 'element': 361}, {'value': 12, 'element': 364}, {'value': 11, 'element': 357}, {'value': 9, 'element': 702}, {'value': 7, 'element': 494}, {'value': 6, 'element': 588}, {'value': 5, 'element': 366}, {'value': 5, 'element': 370}, {'value': 3, 'element': 359}, {'value': 2, 'element': 362}, {'value': 1, 'element': 701}, {'value': -1, 'element': 369}]}]",2,4,66668,2021_22
2210594,33,TRUE,TRUE,324,2022-04-16T14:00:00Z,90,FALSE,TRUE,15,2,13,3,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 315}, {'value': 1, 'element': 323}], 'h': [{'value': 3, 'element': 579}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 315}, {'value': 1, 'element': 323}], 'h': [{'value': 2, 'element': 512}, {'value': 1, 'element': 279}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 6, 'element': 314}], 'h': [{'value': 2, 'element': 270}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 323}], 'h': [{'value': 3, 'element': 579}, {'value': 2, 'element': 512}]}, {'identifier': 'bps', 'a': [{'value': 39, 'element': 323}, {'value': 38, 'element': 315}, {'value': 22, 'element': 314}, {'value': 17, 'element': 319}, {'value': 16, 'element': 457}, {'value': 15, 'element': 321}, {'value': 13, 'element': 318}, {'value': 12, 'element': 471}, {'value': 12, 'element': 581}, {'value': 8, 'element': 449}, {'value': 8, 'element': 456}, {'value': 5, 'element': 145}, {'value': 3, 'element': 328}, {'value': 2, 'element': 648}], 'h': [{'value': 85, 'element': 579}, {'value': 42, 'element': 512}, {'value': 26, 'element': 279}, {'value': 20, 'element': 272}, {'value': 20, 'element': 273}, {'value': 20, 'element': 485}, {'value': 18, 'element': 284}, {'value': 13, 'element': 276}, {'value': 12, 'element': 270}, {'value': 12, 'element': 510}, {'value': 11, 'element': 277}, {'value': 5, 'element': 459}, {'value': 2, 'element': 271}]}]",2,4,66665,2021_22
2210596,33,TRUE,TRUE,326,2022-04-16T14:00:00Z,90,FALSE,TRUE,1,0,16,1,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 343}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 517}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 67}], 'h': [{'value': 1, 'element': 518}, {'value': 1, 'element': 519}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 559}], 'h': [{'value': 6, 'element': 333}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 343}, {'value': 2, 'element': 333}, {'value': 1, 'element': 567}]}, {'identifier': 'bps', 'a': [{'value': 19, 'element': 559}, {'value': 18, 'element': 558}, {'value': 16, 'element': 466}, {'value': 15, 'element': 23}, {'value': 13, 'element': 5}, {'value': 13, 'element': 7}, {'value': 13, 'element': 22}, {'value': 12, 'element': 478}, {'value': 8, 'element': 20}, {'value': 8, 'element': 67}, {'value': 6, 'element': 26}, {'value': 4, 'element': 21}, {'value': 3, 'element': 17}], 'h': [{'value': 40, 'element': 343}, {'value': 34, 'element': 333}, {'value': 24, 'element': 567}, {'value': 23, 'element': 546}, {'value': 20, 'element': 517}, {'value': 19, 'element': 342}, {'value': 19, 'element': 460}, {'value': 10, 'element': 341}, {'value': 9, 'element': 335}, {'value': 7, 'element': 339}, {'value': 3, 'element': 336}, {'value': 3, 'element': 491}, {'value': 3, 'element': 518}, {'value': -1, 'element': 519}]}]",4,3,66667,2021_22
2210598,33,TRUE,TRUE,328,2022-04-16T14:00:00Z,90,FALSE,TRUE,3,2,18,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 76}, {'value': 1, 'element': 77}], 'h': [{'value': 1, 'element': 450}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 483}, {'value': 1, 'element': 699}], 'h': [{'value': 1, 'element': 399}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 78}], 'h': [{'value': 1, 'element': 403}, {'value': 1, 'element': 676}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 80}], 'h': [{'value': 3, 'element': 376}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 77}, {'value': 2, 'element': 76}], 'h': [{'value': 2, 'element': 450}]}, {'identifier': 'bps', 'a': [{'value': 34, 'element': 77}, {'value': 31, 'element': 76}, {'value': 28, 'element': 699}, {'value': 25, 'element': 483}, {'value': 21, 'element': 80}, {'value': 15, 'element': 90}, {'value': 14, 'element': 83}, {'value': 7, 'element': 524}, {'value': 5, 'element': 84}, {'value': 5, 'element': 86}, {'value': 5, 'element': 91}, {'value': 2, 'element': 85}, {'value': 2, 'element': 96}, {'value': -1, 'element': 78}], 'h': [{'value': 31, 'element': 450}, {'value': 20, 'element': 384}, {'value': 18, 'element': 677}, {'value': 16, 'element': 382}, {'value': 15, 'element': 354}, {'value': 15, 'element': 376}, {'value': 14, 'element': 399}, {'value': 14, 'element': 495}, {'value': 12, 'element': 676}, {'value': 9, 'element': 404}, {'value': 3, 'element': 379}, {'value': 3, 'element': 381}]}]",2,2,66669,2021_22
2210595,33,TRUE,TRUE,325,2022-04-17T13:15:00Z,90,FALSE,TRUE,9,1,14,2,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 587}], 'h': [{'value': 2, 'element': 697}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 211}], 'h': [{'value': 1, 'element': 19}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 203}, {'value': 1, 'element': 208}], 'h': [{'value': 1, 'element': 303}, {'value': 1, 'element': 697}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 200}], 'h': [{'value': 1, 'element': 295}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 587}, {'value': 1, 'element': 200}, {'value': 1, 'element': 210}], 'h': [{'value': 3, 'element': 697}]}, {'identifier': 'bps', 'a': [{'value': 24, 'element': 587}, {'value': 20, 'element': 200}, {'value': 20, 'element': 210}, {'value': 15, 'element': 219}, {'value': 14, 'element': 211}, {'value': 13, 'element': 217}, {'value': 12, 'element': 218}, {'value': 11, 'element': 208}, {'value': 11, 'element': 505}, {'value': 10, 'element': 203}, {'value': 5, 'element': 455}, {'value': 3, 'element': 213}, {'value': 3, 'element': 215}], 'h': [{'value': 33, 'element': 697}, {'value': 15, 'element': 39}, {'value': 15, 'element': 291}, {'value': 14, 'element': 308}, {'value': 11, 'element': 19}, {'value': 10, 'element': 58}, {'value': 10, 'element': 295}, {'value': 9, 'element': 305}, {'value': 7, 'element': 310}, {'value': 6, 'element': 303}, {'value': 5, 'element': 109}, {'value': 5, 'element': 307}, {'value': 4, 'element': 304}, {'value': 3, 'element': 300}]}]",2,3,66666,2021_22
2210599,33,TRUE,TRUE,329,2022-04-17T13:15:00Z,90,FALSE,TRUE,5,1,19,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 700}], 'h': [{'value': 1, 'element': 422}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 104}], 'h': [{'value': 1, 'element': 416}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [{'value': 1, 'element': 578}], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 101}, {'value': 1, 'element': 700}], 'h': [{'value': 1, 'element': 408}, {'value': 1, 'element': 421}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 112}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 700}], 'h': [{'value': 3, 'element': 422}, {'value': 1, 'element': 416}]}, {'identifier': 'bps', 'a': [{'value': 30, 'element': 700}, {'value': 21, 'element': 112}, {'value': 16, 'element': 110}, {'value': 13, 'element': 98}, {'value': 12, 'element': 118}, {'value': 10, 'element': 104}, {'value': 10, 'element': 115}, {'value': 9, 'element': 451}, {'value': 8, 'element': 113}, {'value': 6, 'element': 101}, {'value': 5, 'element': 585}, {'value': 3, 'element': 111}, {'value': 2, 'element': 107}, {'value': -10, 'element': 578}], 'h': [{'value': 30, 'element': 422}, {'value': 28, 'element': 416}, {'value': 16, 'element': 425}, {'value': 15, 'element': 411}, {'value': 13, 'element': 424}, {'value': 11, 'element': 414}, {'value': 11, 'element': 421}, {'value': 9, 'element': 420}, {'value': 6, 'element': 582}, {'value': 4, 'element': 423}, {'value': 2, 'element': 419}]}]",2,3,66670,2021_22
2210564,33,TRUE,TRUE,294,2022-04-19T19:00:00Z,90,FALSE,TRUE,13,0,11,4,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 2, 'element': 233}, {'value': 1, 'element': 230}, {'value': 1, 'element': 696}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 230}, {'value': 1, 'element': 233}, {'value': 1, 'element': 240}, {'value': 1, 'element': 696}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 277}, {'value': 1, 'element': 706}], 'h': [{'value': 1, 'element': 239}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 270}], 'h': [{'value': 1, 'element': 231}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 233}, {'value': 2, 'element': 230}, {'value': 1, 'element': 696}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 510}, {'value': 16, 'element': 288}, {'value': 13, 'element': 273}, {'value': 11, 'element': 271}, {'value': 11, 'element': 284}, {'value': 10, 'element': 270}, {'value': 10, 'element': 276}, {'value': 9, 'element': 277}, {'value': 8, 'element': 512}, {'value': 7, 'element': 632}, {'value': 6, 'element': 485}, {'value': 3, 'element': 272}, {'value': 2, 'element': 281}, {'value': -1, 'element': 706}], 'h': [{'value': 49, 'element': 233}, {'value': 40, 'element': 230}, {'value': 39, 'element': 696}, {'value': 31, 'element': 231}, {'value': 29, 'element': 237}, {'value': 28, 'element': 224}, {'value': 28, 'element': 234}, {'value': 25, 'element': 229}, {'value': 22, 'element': 225}, {'value': 18, 'element': 232}, {'value': 13, 'element': 222}, {'value': 11, 'element': 240}, {'value': 3, 'element': 221}, {'value': 3, 'element': 239}]}]",3,5,66635,2021_22
2210513,33,TRUE,TRUE,243,2022-04-20T18:45:00Z,90,FALSE,TRUE,1,4,6,2,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 20}, {'value': 1, 'element': 21}, {'value': 1, 'element': 22}], 'h': [{'value': 1, 'element': 119}, {'value': 1, 'element': 134}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 558}], 'h': [{'value': 1, 'element': 138}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 23}], 'h': [{'value': 1, 'element': 119}, {'value': 1, 'element': 138}, {'value': 1, 'element': 501}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 20}, {'value': 1, 'element': 22}], 'h': [{'value': 2, 'element': 134}]}, {'identifier': 'bps', 'a': [{'value': 49, 'element': 20}, {'value': 27, 'element': 22}, {'value': 26, 'element': 21}, {'value': 19, 'element': 558}, {'value': 18, 'element': 12}, {'value': 14, 'element': 7}, {'value': 12, 'element': 23}, {'value': 10, 'element': 559}, {'value': 9, 'element': 14}, {'value': 6, 'element': 5}, {'value': 6, 'element': 67}, {'value': 4, 'element': 26}, {'value': 3, 'element': 466}, {'value': 1, 'element': 6}], 'h': [{'value': 29, 'element': 134}, {'value': 19, 'element': 119}, {'value': 19, 'element': 142}, {'value': 16, 'element': 122}, {'value': 16, 'element': 138}, {'value': 14, 'element': 132}, {'value': 13, 'element': 121}, {'value': 13, 'element': 130}, {'value': 7, 'element': 143}, {'value': 5, 'element': 501}, {'value': 3, 'element': 131}, {'value': 3, 'element': 133}, {'value': 3, 'element': 141}, {'value': 1, 'element': 529}]}]",4,4,66584,2021_22
2210442,33,TRUE,TRUE,172,2022-04-20T18:45:00Z,90,FALSE,TRUE,9,1,8,1,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 215}], 'h': [{'value': 1, 'element': 180}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 213}], 'h': [{'value': 1, 'element': 591}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 455}], 'h': [{'value': 1, 'element': 175}, {'value': 1, 'element': 180}, {'value': 1, 'element': 363}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 200}], 'h': [{'value': 2, 'element': 170}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 215}], 'h': [{'value': 2, 'element': 180}, {'value': 1, 'element': 503}]}, {'identifier': 'bps', 'a': [{'value': 22, 'element': 215}, {'value': 14, 'element': 201}, {'value': 14, 'element': 213}, {'value': 13, 'element': 200}, {'value': 11, 'element': 210}, {'value': 11, 'element': 212}, {'value': 11, 'element': 220}, {'value': 11, 'element': 505}, {'value': 9, 'element': 203}, {'value': 9, 'element': 207}, {'value': 6, 'element': 209}, {'value': 4, 'element': 208}, {'value': 2, 'element': 587}], 'h': [{'value': 20, 'element': 180}, {'value': 19, 'element': 503}, {'value': 15, 'element': 165}, {'value': 15, 'element': 179}, {'value': 13, 'element': 163}, {'value': 13, 'element': 170}, {'value': 13, 'element': 591}, {'value': 11, 'element': 175}, {'value': 10, 'element': 675}, {'value': 9, 'element': 174}, {'value': 9, 'element': 484}, {'value': 3, 'element': 171}]}]",2,2,66513,2021_22
